platform,item_category,brand,condition,final_sale_price,original_list_price,days_to_sale,listing_day_of_week,listing_time,sold_date,title,item_id,image_url
eBay,handbag,North Face,Good,122.84,122.84,,Wednesday,22:42,2026-04-01,THE NORTH FACE Shoulder Bag -- Black NM91655,v1|358399810088|0,https://i.ebayimg.com/images/g/xAcAAeSwRL1pzaAP/s-l225.jpg
eBay,handbag,Gucci,Good,450.97,450.97,,Wednesday,22:42,2026-04-01,Gucci Guccissima Leather Shoulder Bag Pochette Color Unspecified One Size Used,v1|318092279552|616681045859,
eBay,handbag,Coach,Like New,170.0,170.0,,Wednesday,22:42,2026-04-01,Vintage Coach SoHo Pleated Hobo Signature Bag w/dust bag 🔥🔥,v1|157803341236|0,https://i.ebayimg.com/images/g/gAMAAeSwgyhpzZ0o/s-l225.jpg
eBay,handbag,Unknown,Good,55.0,55.0,,Wednesday,22:42,2026-04-01,Vintage 1980s lands End Navy Boat And Tote LL Bean Style bag USA Made Distressed,v1|287247614753|0,https://i.ebayimg.com/images/g/jFQAAeSwO05pzZ8V/s-l225.jpg
eBay,handbag,Unknown,New,129.9,129.9,,Wednesday,22:42,2026-04-01,"Women’s Leather Tote Bag – Full Grain Hobo Shoulder Bag, Large Shopper Bag",v1|127785963734|0,https://i.ebayimg.com/images/g/mm0AAeSwZJxpzZyF/s-l225.jpg
eBay,handbag,Unknown,Like New,23.98,23.98,,Wednesday,22:42,2026-04-01,"65L Duffle Bag with Shoes Compartment, Foldable Travel Duffel Bag black",v1|137188197226|0,https://i.ebayimg.com/images/g/SIYAAeSwLydpzZ8r/s-l225.jpg
eBay,handbag,Unknown,Like New,20.0,20.0,,Wednesday,22:42,2026-04-01,Aritzia TNAction On-the-way Bag Black Pockets Adjustable,v1|147236012843|0,https://i.ebayimg.com/images/g/QvQAAeSwc3FpzZ88/s-l225.jpg
eBay,handbag,Michael Kors,New,265.0,265.0,,Wednesday,22:42,2026-04-01,MICHAEL KORS Carmen Small Leather Satchel Bag Pink Grapefruit 30S0GNMS1L,v1|358399809713|0,https://i.ebayimg.com/images/g/OpoAAeSwCEdpzZ33/s-l225.jpg
eBay,handbag,Unknown,Like New,55.0,55.0,,Wednesday,22:41,2026-04-01,Vince Camuto Tan Pebbled Leather Hobo Shoulder Tote Hand Bag Purse EUC,v1|298183949099|0,https://i.ebayimg.com/images/g/bZkAAeSw3~5pzZ1i/s-l225.jpg
eBay,handbag,Unknown,Like New,18.99,18.99,,Wednesday,22:41,2026-04-01,"Cottagecore Floral Butterflies Parrots Tan Hand/Shoulder Bag Faux Leather 9x17""",v1|406821327772|0,https://i.ebayimg.com/images/g/bRcAAeSwnLRpzZ3o/s-l225.jpg
eBay,handbag,Unknown,Good,122.84,122.84,,Wednesday,22:41,2026-04-01,CHROME Shoulder Bag -- Black BG-196-BLCK,v1|358399809587|0,
eBay,handbag,Unknown,New,74.99,74.99,,Wednesday,22:41,2026-04-01,NWT Handcrafted in India Green & White Stripe Martini Beaded Bag Viral TikTok,v1|127785963309|0,https://i.ebayimg.com/images/g/bmwAAeSwLTtpzZ6p/s-l225.jpg
eBay,handbag,Unknown,New,18.0,18.0,,Wednesday,22:41,2026-04-01,trader joes tote bag large purple,v1|168279880155|0,https://i.ebayimg.com/images/g/rxIAAeSwi2FpzZ51/s-l225.jpg
eBay,handbag,Unknown,New,26.95,26.95,,Wednesday,22:41,2026-04-01,Sakroots Mini Crossbody Purse In Pacific Navy & White Vegan Embroidered,v1|298183948977|0,https://i.ebayimg.com/images/g/YHkAAeSwzMVpzZ5y/s-l225.jpg
eBay,handbag,Unknown,Good,34.99,34.99,,Wednesday,22:41,2026-04-01,Vintage Petit Point Floral Clutch Purse Needlepoint Evening Bag Embroidered,v1|198246929468|0,https://i.ebayimg.com/images/g/Do4AAeSwuC9pzHlj/s-l225.jpg
eBay,handbag,Chanel,Like New,1750.0,1750.0,,Wednesday,22:41,2026-04-01,CHANEL Yellow Quilted GoatSkin Leather Filigree Vertical Purse Handbag & Wallet ,v1|298183948659|0,https://i.ebayimg.com/images/g/jkEAAeSwxi1pjWyd/s-l225.jpg
eBay,handbag,Unknown,New,23.0,23.0,,Wednesday,22:41,2026-04-01,Bebe Women's Leilani Printed Monogram Shoulder Bag NWT Almond/tan,v1|188234684825|0,https://i.ebayimg.com/images/g/YsIAAeSwUEtpzZ47/s-l225.jpg
eBay,handbag,Unknown,New,45.0,45.0,,Wednesday,22:41,2026-04-01,NWT Valentino Orlandi Vegan Leather Backpack With Extra Change Purse.,v1|267626775914|0,https://i.ebayimg.com/images/g/sC8AAeSwSgBo3cKl/s-l225.jpg
eBay,handbag,Unknown,New,45.0,45.0,,Wednesday,22:41,2026-04-01,CHALA HANDBAGS Convertible Backpack Purse VEGAN Horse  NEW W/Tags,v1|117120743072|0,https://i.ebayimg.com/images/g/syQAAeSw5o1pzZ6V/s-l225.jpg
eBay,handbag,Anthropologie,New,70.0,70.0,,Wednesday,22:41,2026-04-01,Anthropologie Straw Woven Crossbody Bag Rhinestone Studded Flap Closure,v1|236730075412|0,https://i.ebayimg.com/images/g/jp8AAeSwPOlpLi6r/s-l225.jpg
eBay,handbag,Unknown,New,350.66,350.66,,Wednesday,22:41,2026-04-01,PORTER force FORCE shoulder bag SHOULDER BAG 855-05458 black/10,v1|168279879277|0,https://i.ebayimg.com/images/g/df0AAeSwLrlpzZ9U/s-l225.jpg
eBay,handbag,Gap,Good,7.99,7.99,,Wednesday,22:41,2026-04-01,Baby Gap Purse Bamboo Handle Tote Green Floral Print Girl,v1|366320748303|0,https://i.ebayimg.com/images/g/COUAAeSwQUFpI8ZV/s-l225.jpg
eBay,handbag,Unknown,Good,59.99,59.99,,Wednesday,22:41,2026-04-01,Rebecca Minkoff Red Pebbled Leather Mini Satchel Crossbody Bag Top Handle...,v1|168279876549|0,https://i.ebayimg.com/images/g/uhQAAeSwh3tpzZ74/s-l225.jpg
eBay,handbag,Unknown,Good,45.99,45.99,,Wednesday,22:41,2026-04-01,Guess Monogram Shoulder Bag + Matching Wallet Brown Logo Rhinestone Buckle Y2K,v1|236730075119|0,https://i.ebayimg.com/images/g/WPUAAeSweoZppNUv/s-l225.jpg
eBay,handbag,Gucci,Good,529.0,529.0,,Wednesday,22:41,2026-04-01,Gucci Soho Patent Leather Handbag 2Way Shoulder Bag Brown Tassel Authentic,v1|406821327161|0,https://i.ebayimg.com/images/g/ZKMAAeSwk9VppFeY/s-l225.jpg
eBay,handbag,North Face,Good,15.0,15.0,,Wednesday,22:41,2026-04-01,North Face Drawstring Bag,v1|318092278098|0,https://i.ebayimg.com/images/g/aywAAeSwG4ppxDaJ/s-l225.jpg
eBay,handbag,Unknown,Like New,25.0,25.0,,Wednesday,22:41,2026-04-01,Gloria Vanderbilt Tan Women’s Purse,v1|198246928798|0,https://i.ebayimg.com/images/g/a7kAAeSwnhhpzZ6t/s-l225.jpg
eBay,handbag,Kate Spade,Like New,90.0,90.0,,Wednesday,22:40,2026-04-01,Kate Spade New York Wellesley Quinn Tote Pink Leather Satchel Bag Handbag Purse,v1|397789953777|0,https://i.ebayimg.com/images/g/qisAAeSwCoRpzZ7h/s-l225.jpg
eBay,handbag,Unknown,New,12.0,12.0,,Wednesday,22:40,2026-04-01,Sailor Moon Tote Bag,v1|377080078227|0,https://i.ebayimg.com/images/g/xy0AAeSw3GdpzZ7q/s-l225.jpg
eBay,handbag,Kate Spade,Good,39.99,39.99,,Wednesday,22:40,2026-04-01,Kate Spade New York Orange Ostrich Tote Bag Zip Closure Metal Logo Plate,v1|397789953550|0,https://i.ebayimg.com/images/g/QGcAAeSwNEdpzZ2V/s-l225.jpg
eBay,handbag,Saint Laurent,Good,1100.0,1100.0,,Wednesday,22:40,2026-04-01,Yves Saint Laurent YSL Vintage Black Ruffle Leather Small Hobo Bag,v1|127785961727|0,https://i.ebayimg.com/images/g/qxsAAeSw0GlpzZnR/s-l225.jpg
eBay,handbag,Unknown,Good,27.99,27.99,,Wednesday,22:40,2026-04-01,VTG 60'S-70'S HIPPY BROWN WOVEN MACRAME CROCHET TORTOISE HANDLE BAG TOTE PURSE,v1|157803339590|0,https://i.ebayimg.com/images/g/n2cAAOSwqtNlW~fd/s-l225.jpg
eBay,handbag,Unknown,Good,24.99,24.99,,Wednesday,22:40,2026-04-01,VTG 50'S-60'S BLACK GLITTER COCKTAIL CLUTCH BAG PURSE SNAP FRAME,v1|318092277430|0,https://i.ebayimg.com/images/g/WhcAAOSwWypjt1Q7/s-l225.jpg
eBay,handbag,Louis Vuitton,Good,2150.0,2150.0,,Wednesday,22:40,2026-04-01,Louis Vuitton Black Monogram Shoulder Bag Lock Key Gold Hardware Women,v1|298183947718|0,https://i.ebayimg.com/images/g/KooAAeSw7AxpzZ5L/s-l225.jpg
eBay,handbag,Unknown,Like New,34.99,34.99,,Wednesday,22:40,2026-04-01,Cath Kidston Fearne Hold it Together Crossbody Purse Bag Black Celestial Floral,v1|377080077868|0,https://i.ebayimg.com/images/g/hEcAAeSwfc9pzZ~X/s-l225.jpg
eBay,handbag,Unknown,Good,40.0,40.0,,Wednesday,22:40,2026-04-01,Vintage Black Beaded Evening Crossbody Bag Purse Clutch,v1|287247612963|0,https://i.ebayimg.com/images/g/ToYAAeSw9ChpzZ7D/s-l225.jpg
eBay,handbag,Unknown,Good,4.95,4.95,,Wednesday,22:40,2026-04-01,The Real Real Dust Bag Drawstring Designer,v1|406821326141|0,https://i.ebayimg.com/images/g/ai0AAeSwz5hpzZ68/s-l225.jpg
eBay,handbag,Unknown,Good,122.84,122.84,,Wednesday,22:40,2026-04-01,"GREGORY Shoulder Bag, Nylon, Black, Solid Color, 1122613",v1|358399807654|0,https://i.ebayimg.com/images/g/acQAAeSwjX9pzZ-F/s-l225.jpg
eBay,handbag,Unknown,New,39.02,39.02,,Wednesday,22:40,2026-04-01,Kntiwiwo 60'' Garment Bags Dress Bag for Storage (Set of 12) Dust-Proof Suit ...,v1|366320747016|0,https://i.ebayimg.com/images/g/k88AAeSwWENpzZ6~/s-l225.jpg
eBay,handbag,Unknown,Good,204.0,204.0,,Wednesday,22:40,2026-04-01,MANOLO BLAHNIK Sandals Light blue EU36(Approx. 22.5cm) 2200665669026,v1|327080273607|0,https://i.ebayimg.com/images/g/eyAAAeSwQcxpzZ7A/s-l225.jpg
eBay,handbag,Unknown,Good,16.27,16.27,,Wednesday,22:40,2026-04-01,Waxi Vintage Woven Shoulder Bag Leather Trim Brown Beige Black,v1|358399807482|0,https://i.ebayimg.com/images/g/tDkAAeSwjSppzZtL/s-l225.jpg
eBay,handbag,Unknown,New,40.46,40.46,,Wednesday,22:39,2026-04-01,"GRACE KARIN Women Work Pants, Paper Bag High Waist Bow Tie Dressy Trousers, O...",v1|137188194148|0,https://i.ebayimg.com/images/g/7FoAAeSwjr1pzZ65/s-l225.jpg
eBay,handbag,Unknown,Like New,55.0,55.0,,Wednesday,22:39,2026-04-01,Alexandra Bartlett Black Leather Double Handle Shoulder Satchel Medium Handbag.,v1|168279875335|0,https://i.ebayimg.com/images/g/0n0AAOSwyFpmMtvr/s-l225.jpg
eBay,handbag,Steve Madden,Good,30.0,30.0,,Wednesday,22:39,2026-04-01,"Steve Madden Brown Large Shoulder bag with crossbody strap, Great condition",v1|277856015512|0,https://i.ebayimg.com/images/g/aI0AAeSwz-NpzZ5G/s-l225.jpg
eBay,handbag,Unknown,New,39.12,39.12,,Wednesday,22:39,2026-04-01,Clear Purse Stadium Approved Clear Crossbody Bag Shoulder Bag Women Handbag Purs,v1|168279875239|0,https://i.ebayimg.com/images/g/NggAAeSwEZ1pzZ9u/s-l225.jpg
eBay,handbag,Unknown,Good,122.84,122.84,,Wednesday,22:39,2026-04-01,AVIREX Shoulder Bag -- BLK AVX3528N,v1|358399807262|0,https://i.ebayimg.com/images/g/byoAAeSwDh5pzZ8t/s-l225.jpg
eBay,handbag,Louis Vuitton,Fair,499.99,499.99,,Wednesday,22:39,2026-04-01,Louis Vuitton Womens Saumur 35 Monogram Canvas Shoulder Handbag Brown,v1|318092273638|0,https://i.ebayimg.com/images/g/XdQAAeSwzkppzZ81/s-l225.jpg
eBay,handbag,Coach,Good,100.0,100.0,,Wednesday,22:39,2026-04-01,Coach Navy Pebble Leather Shoulder Bag,v1|406821325908|0,https://i.ebayimg.com/images/g/yiUAAeSwfDRpzZyN/s-l225.jpg
eBay,handbag,Unknown,Like New,25.0,25.0,,Wednesday,22:39,2026-04-01,Lug Peekaboo Crossbody Wallet Metallic Blue Gray  RFID Clear Window Purse  EUC,v1|306856017221|0,https://i.ebayimg.com/images/g/e5MAAeSwhFFpzZ6O/s-l225.jpg
eBay,handbag,Unknown,Like New,45.0,45.0,,Wednesday,22:39,2026-04-01,Madewell Brown Leather Round Crossbody Bag Adjustable Strap,v1|257438091794|0,https://i.ebayimg.com/images/g/SgwAAeSwWslpVwy6/s-l225.jpg
eBay,handbag,Unknown,Like New,27.0,27.0,,Wednesday,22:39,2026-04-01,LL Bean Camo Dot Backpack Reflective School Hiking Bag Navy Olive Green 18 inch,v1|137188193206|0,https://i.ebayimg.com/images/g/esQAAeSwz6ppzZ6m/s-l225.jpg
eBay,handbag,Louis Vuitton,Good,1098.0,1098.0,,Wednesday,22:39,2026-04-01,LOUIS VUITTON Sneakers Yellow UK7 1/2(Approx. 26cm) 2200668408059,v1|227282908433|0,https://i.ebayimg.com/images/g/jNoAAeSwgyhpzZ6j/s-l225.jpg
eBay,handbag,Louis Vuitton,Good,578.0,578.0,,Wednesday,22:39,2026-04-01,LOUIS VUITTON Messenger Bags Brown 2200668400671,v1|227282908400|0,https://i.ebayimg.com/images/g/h6EAAeSwvwppzZ6g/s-l225.jpg
eBay,handbag,Unknown,Good,122.84,122.84,,Wednesday,22:39,2026-04-01,SML Bag Polyester Black K904094,v1|358399806709|0,https://i.ebayimg.com/images/g/eiIAAeSwJWtpzZ9Y/s-l225.jpg
eBay,handbag,Unknown,Good,29.95,29.95,,Wednesday,22:39,2026-04-01,The Sak Deena Black Pebbled Soft Leather Flap Crossbody Bag Purse,v1|198246927649|0,https://i.ebayimg.com/images/g/HmsAAeSwIXxpzZIj/s-l225.jpg
eBay,handbag,Louis Vuitton,Good,670.0,670.0,,Wednesday,22:39,2026-04-01,LOUIS VUITTON Handbags Dark BrownxCamel(Patterned) 2200668400527,v1|327080271769|0,https://i.ebayimg.com/images/g/gtwAAeSwIXxpzZ6T/s-l225.jpg
eBay,handbag,Michael Kors,Good,96.6,96.6,,Wednesday,22:39,2026-04-01,Michael Kors Red Shoulder Crossbody Bag,v1|267626774095|0,https://i.ebayimg.com/images/g/4lgAAOSw0zlmzTJ2/s-l225.jpg
eBay,handbag,Unknown,Good,122.84,122.84,,Wednesday,22:39,2026-04-01,Gaston Luga Shoulder Bag -- GRY YZ-56,v1|358399806307|0,https://i.ebayimg.com/images/g/W74AAeSwqlJpzZ-C/s-l225.jpg
eBay,handbag,Coach,New,269.0,269.0,,Wednesday,22:39,2026-04-01,NWT COACH I Know Why The Caged Bird Sings Book Bag Charm/Keychain+ Gift Box,v1|389833037107|0,https://i.ebayimg.com/images/g/e1gAAeSwlBhpzZ4L/s-l225.jpg
eBay,handbag,Unknown,New,10.0,10.0,,Wednesday,22:39,2026-04-01,Fanny Pack Crossbody Bag Trendy Waterproof Small Sling Cross Body Purse,v1|127785960610|0,https://i.ebayimg.com/images/g/cMwAAeSw59BpzZ8~/s-l225.jpg
eBay,handbag,Unknown,New,24.0,24.0,,Wednesday,22:39,2026-04-01,Luxie Collection Brown Vegan Leather Crescent Crossbody Bag Gold Hardware Zipper,v1|287247612156|0,https://i.ebayimg.com/images/g/RZwAAeSwq4FpzZ5X/s-l225.jpg
eBay,handbag,Gucci,Good,880.0,880.0,,Wednesday,22:39,2026-04-01,GUCCI Shoulder Bags BeigexBrownxGreenetc.(Patterned) 2200668400473,v1|227282907901|0,https://i.ebayimg.com/images/g/eN4AAeSw~rFpzZ6E/s-l225.jpg
eBay,handbag,Unknown,Like New,12.0,12.0,,Wednesday,22:39,2026-04-01,Kathy Van Zeeland Purse Charm Keychain Silver Metal & Clear Hearts,v1|127785960505|0,https://i.ebayimg.com/images/g/c48AAeSw0ZJpzZwx/s-l225.jpg
eBay,handbag,Unknown,New,56.99,56.99,,Wednesday,22:38,2026-04-01,New NWT Vera Bradley Cat's Life Insulated Lunch Crossbody Bag Food Drink Cooler,v1|198246926720|0,https://i.ebayimg.com/images/g/ypgAAeSwG4ppzZ88/s-l225.jpg
eBay,handbag,Unknown,Like New,30.0,30.0,,Wednesday,22:38,2026-04-01,Madewell Brown Leather Crossbody Bag with Flap Closure,v1|377080075907|0,https://i.ebayimg.com/images/g/NRoAAeSwjYFpzZ21/s-l225.jpg
eBay,handbag,Louis Vuitton,Good,670.0,670.0,,Wednesday,22:38,2026-04-01,LOUIS VUITTON Handbags Brown 2200668400435,v1|327080270726|0,https://i.ebayimg.com/images/g/cggAAeSwK4tpzZ56/s-l225.jpg
eBay,handbag,Louis Vuitton,Good,843.0,843.0,,Wednesday,22:38,2026-04-01,LOUIS VUITTON Handbags Black 2200668400404,v1|227282907745|0,https://i.ebayimg.com/images/g/y7kAAeSwYZ9pzZ53/s-l225.jpg
eBay,handbag,Unknown,Good,122.84,122.84,,Wednesday,22:38,2026-04-01,"Columbia Boston Bag, Nylon, Black, PU8418",v1|358399805901|0,https://i.ebayimg.com/images/g/ZRcAAeSwtLtpzZ61/s-l225.jpg
eBay,handbag,Louis Vuitton,Good,1019.0,1019.0,,Wednesday,22:38,2026-04-01,LOUIS VUITTON Shoulder Bags Brown(Patterned) 2200668400398,v1|327080270439|0,https://i.ebayimg.com/images/g/YLQAAeSwjX9pzZ5y/s-l225.jpg
eBay,handbag,Louis Vuitton,Good,670.0,670.0,,Wednesday,22:38,2026-04-01,LOUIS VUITTON Handbags Brown 2200668400367,v1|227282907577|0,https://i.ebayimg.com/images/g/pagAAeSwCoRpzZ5s/s-l225.jpg
eBay,handbag,Gucci,Like New,808.99,808.99,,Wednesday,22:38,2026-04-01,GUCCI [Rank A] 2way GG Sherry Line Boston Bag Canvas Shoulder Crossbody Navy,v1|336513652217|0,https://i.ebayimg.com/images/g/hacAAeSw7Uho4neq/s-l225.jpg
eBay,handbag,Unknown,Good,21.99,21.99,,Wednesday,22:38,2026-04-01,Vintage Style Kiss Lock Coin Purse Asian Scenic Print Small Change Pouch,v1|287247611575|0,https://i.ebayimg.com/images/g/TSIAAeSwZJxpzMcN/s-l225.jpg
eBay,handbag,Unknown,Good,22.0,22.0,,Wednesday,22:38,2026-04-01,Vintage Retro Tapestry Bag Large Market Tote With Adjustable Strap Snap Closure ,v1|366320745628|0,https://i.ebayimg.com/images/g/uvoAAeSw2QVpzZ31/s-l225.jpg
eBay,handbag,Unknown,Good,38.5,38.5,,Wednesday,22:38,2026-04-01,Fashion Designer Damier Azur Pochette Felicie Wallet Purse Paris Canvas,v1|358399805666|0,https://i.ebayimg.com/images/g/g9cAAeSwTP1pzZ4u/s-l225.jpg
eBay,handbag,Saint Laurent,Like New,1968.0,1968.0,,Wednesday,22:38,2026-04-01,Saint Laurent Medium Niki Monogram Chain Bag 'Black' - Very Good #1EGBD0T,v1|318092266512|0,https://i.ebayimg.com/images/g/aCAAAeSw59BpzZ4s/s-l225.jpg
eBay,handbag,Unknown,Good,36.99,36.99,,Wednesday,22:38,2026-04-01,"VTG Fossil Burgundy Wine Leather Crossbody Y2K Handbag Organizer ZB2840, EUC",v1|206183401036|0,https://i.ebayimg.com/images/g/aA4AAeSwPO5pzVHH/s-l225.jpg
eBay,handbag,Gucci,Good,578.0,578.0,,Wednesday,22:38,2026-04-01,GUCCI Handbags BeigexBlackxRed(Patterned) 2200668400343,v1|327080269858|0,https://i.ebayimg.com/images/g/qJ4AAeSwaWlpzZ5j/s-l225.jpg
eBay,handbag,Unknown,Good,39.99,39.99,,Wednesday,22:38,2026-04-01,"Patricia Nash Avellino Leather Cross-Body Handbag, Ruby Red",v1|157803338398|0,https://i.ebayimg.com/images/g/pt8AAeSw3JRpzZ4y/s-l225.jpg
eBay,handbag,Gucci,Good,560.0,560.0,,Wednesday,22:38,2026-04-01,GUCCI Handbags BeigexRedxBrown 2200668400336,v1|327080269731|0,https://i.ebayimg.com/images/g/QuYAAeSwkcppzZ5h/s-l225.jpg
eBay,handbag,Louis Vuitton,Good,1019.0,1019.0,,Wednesday,22:38,2026-04-01,LOUIS VUITTON Handbags Brown 2200668400312,v1|327080269586|0,https://i.ebayimg.com/images/g/f9AAAeSwdQBpzZ5c/s-l225.jpg
eBay,handbag,Unknown,Like New,8.4,8.4,,Wednesday,22:38,2026-04-01,Vintage Cheerleading Mom Floral Drawstring Bag Green Beige Shoulder Strap,v1|227282907425|0,https://i.ebayimg.com/images/g/DMQAAeSwmuBpf-ql/s-l225.jpg
eBay,handbag,Unknown,Good,122.84,122.84,,Wednesday,22:38,2026-04-01,ARMANI EXCHANGE Shoulder Bag -- Black,v1|358399805338|0,https://i.ebayimg.com/images/g/ZZ8AAeSwnuZpzZ7W/s-l225.jpg
eBay,handbag,Louis Vuitton,Good,1476.0,1476.0,,Wednesday,22:38,2026-04-01,LOUIS VUITTON Handbags Brown(Check Pattern) GM 2200668400251,v1|227282907409|0,https://i.ebayimg.com/images/g/lpoAAeSw2YFpzZ5Z/s-l225.jpg
eBay,handbag,Unknown,New,66.49,66.49,,Wednesday,22:38,2026-04-01,Fringeless Wildflower Brown Blue Leather Flap Crossbody Bag Cowhide Purse New,v1|358399805251|0,https://i.ebayimg.com/images/g/w6oAAeSwfe9pBpNW/s-l225.jpg
eBay,handbag,Tommy Hilfiger,Like New,13.0,13.0,,Wednesday,22:38,2026-04-01,Tommy Hilfiger Mini Shoulder Bag Blue,v1|257438090848|0,https://i.ebayimg.com/images/g/ewwAAeSwamppQxiX/s-l225.jpg
eBay,handbag,Unknown,Good,48.99,48.99,,Wednesday,22:38,2026-04-01,Victoria Secret Black Floral Rose Slouchy Satchel Handbag Purse With Gold HW ,v1|137188188905|0,https://i.ebayimg.com/images/g/dmcAAeSwlBhpzZ2f/s-l225.jpg
eBay,handbag,Gucci,Good,761.0,761.0,,Wednesday,22:38,2026-04-01,GUCCI Handbags GoldxRedxPinketc.(Flower Pattern) 2200668400220,v1|227282907257|0,https://i.ebayimg.com/images/g/WPIAAeSwkhFpzZ5O/s-l225.jpg
eBay,handbag,Unknown,Good,35.0,35.0,,Wednesday,22:38,2026-04-01,Miztique CROSSBODY PURSE Organizer Tan w/Black & White Striped Interior MINT!,v1|198246923953|0,https://i.ebayimg.com/images/g/hp4AAeSwgetpzZ4x/s-l225.jpg
eBay,handbag,Gucci,Good,555.03,555.03,,Wednesday,22:38,2026-04-01,Gucci Micro Guccissima Leather 2way Bag Shoulder Pochette Color Unspecified,v1|318092264692|616681253685,https://i.ebayimg.com/images/g/zegAAeSwYZ9pzZ7J/s-l225.jpg
eBay,handbag,Unknown,New,39.99,39.99,,Wednesday,22:38,2026-04-01,Jack B Quick Red Cardigan Sweater Size Large Scottie Dogs & Matching Purse NWT,v1|267626773282|0,https://i.ebayimg.com/images/g/l9EAAeSwvKppzZ46/s-l225.jpg
eBay,handbag,Unknown,Good,11.77,11.77,,Wednesday,22:38,2026-04-01,VTG Pastel Kiss-Lock Coin Purse & Matching Zippered Acc. Bag 1980s(Retro-Prop),v1|257438090722|0,https://i.ebayimg.com/images/g/PAwAAOSwvZNnnMWi/s-l225.jpg
eBay,handbag,Gucci,Good,761.0,761.0,,Wednesday,22:38,2026-04-01,GUCCI Handbags GoldxRedxPinketc.(Flower Pattern) 2200668400220,v1|227282907257|0,https://i.ebayimg.com/images/g/WPIAAeSwkhFpzZ5O/s-l225.jpg
eBay,handbag,Unknown,Good,35.0,35.0,,Wednesday,22:38,2026-04-01,Miztique CROSSBODY PURSE Organizer Tan w/Black & White Striped Interior MINT!,v1|198246923953|0,https://i.ebayimg.com/images/g/hp4AAeSwgetpzZ4x/s-l225.jpg
eBay,handbag,Gucci,Good,555.03,555.03,,Wednesday,22:38,2026-04-01,Gucci Micro Guccissima Leather 2way Bag Shoulder Pochette Color Unspecified,v1|318092264692|616681253685,https://i.ebayimg.com/images/g/zegAAeSwYZ9pzZ7J/s-l225.jpg
eBay,handbag,Unknown,New,39.99,39.99,,Wednesday,22:38,2026-04-01,Jack B Quick Red Cardigan Sweater Size Large Scottie Dogs & Matching Purse NWT,v1|267626773282|0,https://i.ebayimg.com/images/g/l9EAAeSwvKppzZ46/s-l225.jpg
eBay,handbag,Unknown,Good,11.77,11.77,,Wednesday,22:38,2026-04-01,VTG Pastel Kiss-Lock Coin Purse & Matching Zippered Acc. Bag 1980s(Retro-Prop),v1|257438090722|0,https://i.ebayimg.com/images/g/PAwAAOSwvZNnnMWi/s-l225.jpg
eBay,handbag,Unknown,Good,122.84,122.84,,Wednesday,22:38,2026-04-01,dunhill second bag leather black plain,v1|358399804897|0,https://i.ebayimg.com/images/g/gQ8AAeSw~rFpzZ9x/s-l225.jpg
eBay,handbag,Unknown,Good,1567.0,1567.0,,Wednesday,22:37,2026-04-01,CELINE Handbags Gray 2200668400121,v1|327080268555|0,https://i.ebayimg.com/images/g/a30AAeSwY8FpzZ5D/s-l225.jpg
eBay,handbag,Unknown,New,69.99,69.99,,Wednesday,22:37,2026-04-01,NEW Johnny Was Black & White Sling Bag Crochet Slouch Hobo Tote Purse Crossbody,v1|168279873332|0,https://i.ebayimg.com/images/g/-2kAAeSw7rppzZ4b/s-l225.jpg
eBay,handbag,Alo,Like New,10.0,10.0,,Wednesday,22:37,2026-04-01,Tommy Bahama Parrot Purse/Bag Tagalong Decorative Tag,v1|287247611000|0,https://i.ebayimg.com/images/g/X0sAAeSwdbdpzZ1~/s-l225.jpg
eBay,handbag,Unknown,New,499.99,499.99,,Wednesday,22:37,2026-04-01,Tiffany & Co. Pink Bucket Shoulder Bag with Chain and Embossed Logo,v1|137188188121|0,https://i.ebayimg.com/images/g/X5sAAeSwiwJpzZ13/s-l225.jpg
eBay,handbag,Unknown,Good,40.0,40.0,,Wednesday,22:37,2026-04-01,Winston Collection Green Coat Invitational Country Genuine Leather  Duffel Bag ,v1|236730069771|0,https://i.ebayimg.com/images/g/YCAAAeSwqj5pzZ2l/s-l225.jpg
eBay,handbag,Unknown,Good,149.99,149.99,,Wednesday,22:37,2026-04-01,VNTG Carroll Dorsey Walker Hand Crafted BeJeweled Beaded Bag Satchel Clutch Gold,v1|287247610954|0,https://i.ebayimg.com/images/g/Y-4AAeSw59BpzZ25/s-l225.jpg
eBay,handbag,Unknown,Good,16.2,16.2,,Wednesday,22:37,2026-04-01,Isaac Mizrahi New York Blue Leather Crossbody Bag Small Shoulder Purse,v1|287247610766|0,https://i.ebayimg.com/images/g/XZYAAeSwp6NpVwxL/s-l225.jpg
eBay,handbag,Unknown,Like New,60.0,60.0,,Wednesday,22:37,2026-04-01,Brighton Octavia Pewter Leather Crossbody Shoulder Bag Purse Handbag Silver,v1|117120742258|0,https://i.ebayimg.com/images/g/u1QAAeSwkhFpzJax/s-l225.jpg
eBay,handbag,Unknown,Good,213.0,213.0,,Wednesday,22:37,2026-04-01,Cartier Clutch Bag Dark Red 2200668398855,v1|227282906895|0,https://i.ebayimg.com/images/g/d4UAAeSwbzppzZ4t/s-l225.jpg
eBay,handbag,Unknown,Good,20.0,20.0,,Wednesday,22:37,2026-04-01,Lands End Blue Quilted Leather Trim Messenger Laptop Crossbody Bag,v1|117120742235|0,https://i.ebayimg.com/images/g/BkgAAOSwQhJmCUTF/s-l225.jpg
